dir,y_pre,y_exp
.\Acetylcholinesterase\large\ctrl,7.6958817491876035,7.698970004336019
.\Acetylcholinesterase\large\ctrl,7.359434401566579,4.337242168318426
.\Acetylcholinesterase\large\ctrl,4.962517568189474,5.173925197299174
.\Acetylcholinesterase\large\ctrl,4.252638087694956,4.16304326294045
.\Acetylcholinesterase\large\ctrl,4.121973922569772,4.222065951162221
.\Acetylcholinesterase\large\ctrl,4.184438255090911,4.19084446825282
.\Acetylcholinesterase\large\ctrl,3.738315065283624,4.184654176698088
.\Acetylcholinesterase\large\ctrl,4.155059170459074,4.129128104932257
.\Acetylcholinesterase\large\ctrl,5.935553711925942,4.251037138743839
.\Acetylcholinesterase\large\ctrl,6.227199964421481,8.0
.\Acetylcholinesterase\large\ctrl,5.008694209415387,5.130768280269024
.\Acetylcholinesterase\large\ctrl,4.94246428217984,4.6777807052660805
.\Acetylcholinesterase\large\ctrl,4.063912849227335,4.134185619832032
.\Acetylcholinesterase\large\ctrl,4.666571852580431,4.160962126611694
.\Acetylcholinesterase\large\ctrl,5.627564716101526,6.0
.\Acetylcholinesterase\large\ctrl,4.2351032221664,4.3979400086720375
.\Acetylcholinesterase\large\ctrl,4.143688037936592,3.985017691414518
.\Acetylcholinesterase\large\ctrl,4.169303862904574,4.150642018338701
.\Acetylcholinesterase\large\ctrl,4.070311335924036,4.164182645706527
.\Acetylcholinesterase\large\ctrl,4.917520236428738,2.9913998282380825
.\Acetylcholinesterase\large\ctrl,4.085571681609071,4.062933687982572
.\Acetylcholinesterase\large\ctrl,4.390856161126589,3.378823718224965
.\Acetylcholinesterase\large\ctrl,4.5753936449488375,5.036212172654444
.\Acetylcholinesterase\large\ctrl,4.148953511772431,4.0007389288869
.\Acetylcholinesterase\large\ctrl,4.751580850129674,7.481486060122113
.\Acetylcholinesterase\large\ctrl,5.607005065492231,5.301029995663981
.\Acetylcholinesterase\large\ctrl,5.050002000510565,4.195996945270387
.\Acetylcholinesterase\large\ctrl,3.989224047517692,4.151379882565866
.\Acetylcholinesterase\large\ctrl,5.69188958635434,5.795880017344075
.\Acetylcholinesterase\large\ctrl,4.455332132540363,4.116225038644742
.\Acetylcholinesterase\large\ctrl,4.129539285508994,5.045757490560675
.\Acetylcholinesterase\large\ctrl,3.059247023751332,4.455931955649724
.\Acetylcholinesterase\large\ctrl,4.885584617748773,6.301029995663981
.\Acetylcholinesterase\large\ctrl,5.423971526609703,9.154901959985745
.\Acetylcholinesterase\large\ctrl,3.788911235585683,4.100288905428855
.\Acetylcholinesterase\large\ctrl,2.836317671582181,4.180456064458132
.\Acetylcholinesterase\large\ctrl,4.478081373432809,4.013228265733755
.\Acetylcholinesterase\large\ctrl,5.848977336613379,4.167491087293763
.\Acetylcholinesterase\large\exp,4.603371457579083,4.1921268679966674
.\Acetylcholinesterase\large\exp,5.878899414881229,7.096910013008056
.\Acetylcholinesterase\large\exp,5.967398307583672,4.6020599913279625
.\Acetylcholinesterase\large\exp,5.986110663183226,7.045757490560675
.\Acetylcholinesterase\large\exp,6.544481605730137,7.096910013008056
.\Acetylcholinesterase\large\exp,4.1338506431866975,4.161339774011059
.\Acetylcholinesterase\large\exp,4.058988980535901,4.180456064458132
.\Acetylcholinesterase\large\exp,5.129093316165708,6.443697499232713
.\Acetylcholinesterase\large\exp,5.698614969486389,5.221848749616356
.\Acetylcholinesterase\large\exp,5.922834183467213,5.3979400086720375
.\Acetylcholinesterase\large\exp,5.374639989369641,6.096910013008056
.\Acetylcholinesterase\large\exp,5.621105219795311,6.154901959985743
.\Acetylcholinesterase\large\exp,7.196980146106348,9.0
.\Acetylcholinesterase\large\exp,4.137060426286478,4.134718315004389
.\Acetylcholinesterase\large\exp,3.721141974546196,4.064240896254688
.\Acetylcholinesterase\large\exp,5.294847294923098,4.241088107602026
.\Acetylcholinesterase\large\exp,5.336820825084953,4.0
.\Acetylcholinesterase\large\exp,6.183027327779156,4.823908740944319
.\Acetylcholinesterase\large\exp,4.035746962345764,4.074997492319023
.\Acetylcholinesterase\large\exp,4.106425309578686,4.115091405837393
.\Acetylcholinesterase\large\exp,4.108107876172605,4.206139798657331
.\Acetylcholinesterase\large\exp,5.1264273902726,4.180456064458132
.\Acetylcholinesterase\large\exp,6.215297716708717,4.42021640338319
.\Acetylcholinesterase\large\exp,4.133132975683591,3.883558302460688
.\Acetylcholinesterase\large\exp,4.132716583154545,4.237471477553
.\Acetylcholinesterase\large\exp,4.263619479886122,4.013093968619279
.\Acetylcholinesterase\large\exp,5.547509993069578,5.769551078621726
.\Acetylcholinesterase\large\exp,5.8361011522817385,4.455931955649724
.\Acetylcholinesterase\large\exp,5.1074437846891065,5.659990122152434
.\Acetylcholinesterase\large\exp,4.880029863855938,7.0
.\Acetylcholinesterase\large\exp,3.4824615221664708,4.101165161931726
.\Acetylcholinesterase\large\exp,3.5682170644772704,4.007269796045858
.\Acetylcholinesterase\large\exp,3.625600273078225,4.056406567231631
.\Acetylcholinesterase\large\exp,5.055479149626418,6.568636235841013
.\Acetylcholinesterase\large\exp,4.904770476633182,4.196474604423468
.\Acetylcholinesterase\large\exp,4.178116687350673,3.9408532805738017
.\Acetylcholinesterase\large\exp,5.787752812115169,5.698970004336019
.\Acetylcholinesterase\large\exp,7.201414015241047,7.522878745280337
.\Acetylcholinesterase\large\exp,8.388319324432079,7.698970004336019
.\Acetylcholinesterase\large\exp,5.578685039777351,4.337242168318426
.\Acetylcholinesterase\large\exp,4.872102532240024,5.173925197299174
.\Acetylcholinesterase\large\exp,4.242755924483529,4.16304326294045
.\Acetylcholinesterase\large\exp,3.900305037447369,4.222065951162221
.\Acetylcholinesterase\large\exp,4.181193279945994,4.19084446825282
.\Acetylcholinesterase\large\exp,4.105306311631264,4.184654176698088
.\Acetylcholinesterase\large\exp,4.122735720377492,4.129128104932257
.\Acetylcholinesterase\large\exp,6.478596574860596,4.251037138743839
.\Acetylcholinesterase\large\exp,6.5268737015958855,8.0
.\Acetylcholinesterase\large\exp,5.361434168881603,5.130768280269024
.\Acetylcholinesterase\large\exp,4.7197265567629305,4.6777807052660805
.\Acetylcholinesterase\large\exp,4.352961617578202,4.134185619832032
.\Acetylcholinesterase\large\exp,4.217825627353991,4.160962126611694
.\Acetylcholinesterase\large\exp,4.537648398223016,6.0
.\Acetylcholinesterase\large\exp,5.333001728966977,4.3979400086720375
.\Acetylcholinesterase\large\exp,4.325743257116542,3.985017691414518
.\Acetylcholinesterase\large\exp,4.304336453004627,4.150642018338701
.\Acetylcholinesterase\large\exp,3.934514536567848,4.164182645706527
.\Acetylcholinesterase\large\exp,4.999125665772802,2.9913998282380825
.\Acetylcholinesterase\large\exp,3.834227600033886,4.062933687982572
.\Acetylcholinesterase\large\exp,4.591861137027301,3.378823718224965
.\Acetylcholinesterase\large\exp,4.924547247822352,5.036212172654444
.\Acetylcholinesterase\large\exp,3.814317773939944,4.0007389288869
.\Acetylcholinesterase\large\exp,4.6038706328698265,7.481486060122113
.\Acetylcholinesterase\large\exp,5.235137043517948,5.301029995663981
.\Acetylcholinesterase\large\exp,4.701037635840148,4.195996945270387
.\Acetylcholinesterase\large\exp,4.1175677522097445,4.151379882565866
.\Acetylcholinesterase\large\exp,5.117547042453868,5.795880017344075
.\Acetylcholinesterase\large\exp,4.269838598951569,4.116225038644742
.\Acetylcholinesterase\large\exp,5.338293870455408,5.045757490560675
.\Acetylcholinesterase\large\exp,4.652596163141842,4.455931955649724
.\Acetylcholinesterase\large\exp,5.474886918807977,6.301029995663981
.\Acetylcholinesterase\large\exp,4.83172159742616,9.154901959985745
.\Acetylcholinesterase\large\exp,4.127724380951815,4.100288905428855
.\Acetylcholinesterase\large\exp,4.962760147464914,4.180456064458132
.\Acetylcholinesterase\large\exp,4.353658684800292,4.013228265733755
.\Acetylcholinesterase\large\exp,5.413129120154679,4.167491087293763
.\Acetylcholinesterase\less\ctrl,4.707768729197603,4.866461091629782
.\Acetylcholinesterase\less\ctrl,4.054913803344576,4.4071573168689
.\Acetylcholinesterase\less\ctrl,5.120194701532554,5.372634143407267
.\Acetylcholinesterase\less\ctrl,4.813504217080627,4.535212480354063
.\Acetylcholinesterase\less\ctrl,5.132531888004422,5.03810452633215
.\Acetylcholinesterase\less\ctrl,5.04846287335171,4.6916490514132745
.\Acetylcholinesterase\less\ctrl,5.146864234966841,4.850472986245652
.\Acetylcholinesterase\less\ctrl,4.364219063280096,4.316232738574689
.\Acetylcholinesterase\less\ctrl,4.448111566856483,4.354184881703358
.\Acetylcholinesterase\less\ctrl,4.836796645441339,4.995248844408999
.\Acetylcholinesterase\less\ctrl,7.581926387317402,7.552841968657781
.\Acetylcholinesterase\less\ctrl,5.157294832304672,4.652084813498309
.\Acetylcholinesterase\less\ctrl,4.300081247971306,4.635261444944601
.\Acetylcholinesterase\less\ctrl,7.688788828959915,8.387216143280265
.\Acetylcholinesterase\less\ctrl,4.830288061450938,4.430509045651217
.\Acetylcholinesterase\less\ctrl,4.302820514085811,4.898940645091884
.\Acetylcholinesterase\less\ctrl,5.370750378263671,4.600153287287077
.\Acetylcholinesterase\less\ctrl,5.931377923798035,4.783042792638903
.\Acetylcholinesterase\less\ctrl,4.014436924058188,4.467118280592603
.\Acetylcholinesterase\less\ctrl,5.324246884637969,4.8996294548824375
.\Acetylcholinesterase\less\ctrl,5.578343084925642,4.909389292171594
.\Acetylcholinesterase\less\ctrl,5.060156086144927,4.935542010773082
.\Acetylcholinesterase\less\ctrl,4.520795774182545,4.760950906859809
.\Acetylcholinesterase\less\ctrl,3.7536073956132,5.091514981121351
.\Acetylcholinesterase\less\ctrl,4.880134598044341,4.912218582190458
.\Acetylcholinesterase\less\ctrl,4.840572398964527,4.953895212753961
.\Acetylcholinesterase\less\ctrl,5.862904254601863,5.341035157335565
.\Acetylcholinesterase\less\ctrl,5.228335476129438,5.291579099865287
.\Acetylcholinesterase\less\ctrl,5.101665052934662,4.947690900352677
.\Acetylcholinesterase\less\ctrl,9.09111417377742,7.920818753952375
.\Acetylcholinesterase\less\ctrl,5.56802958199739,4.736600668665997
.\Acetylcholinesterase\less\ctrl,4.493462121644839,4.486782399932061
.\Acetylcholinesterase\less\ctrl,5.154626548998742,5.016824927962187
.\Acetylcholinesterase\less\ctrl,4.887650092726247,4.490797477668897
.\Acetylcholinesterase\less\ctrl,5.1976765632362,5.649751981665837
.\Acetylcholinesterase\less\ctrl,7.0655683163069245,7.387216143280264
.\Acetylcholinesterase\less\ctrl,4.643940964135695,4.574791948861344
.\Acetylcholinesterase\less\ctrl,7.602128804496509,7.096910013008056
.\Acetylcholinesterase\less\ctrl,5.213574104001031,5.730487055782084
.\Acetylcholinesterase\less\ctrl,4.821036227054561,4.742081549685942
.\Acetylcholinesterase\less\ctrl,4.534354801238891,4.616903070050906
.\Acetylcholinesterase\less\ctrl,4.915524091900323,4.93704216591549
.\Acetylcholinesterase\less\ctrl,5.4837313092142,5.202040356262804
.\Acetylcholinesterase\less\ctrl,4.917767751577362,4.671620396561262
.\Acetylcholinesterase\less\ctrl,5.143129845217018,5.380906669373258
.\Acetylcholinesterase\less\ctrl,7.8503369028765775,8.136677139879543
.\Acetylcholinesterase\less\ctrl,4.628512663461898,4.421819390372222
.\Acetylcholinesterase\less\ctrl,4.31704741545097,4.718512112059918
.\Acetylcholinesterase\less\ctrl,4.945009578137011,4.93704216591549
.\Acetylcholinesterase\less\ctrl,7.7732223058901155,7.958607314841775
.\Acetylcholinesterase\less\ctrl,4.02346764862984,4.384049948343599
.\Acetylcholinesterase\less\ctrl,5.377457036764298,5.413412695328245
.\Acetylcholinesterase\less\ctrl,7.434493310915242,7.920818753952375
.\Acetylcholinesterase\less\ctrl,4.072568798995254,4.760950906859809
.\Acetylcholinesterase\less\ctrl,4.997503939467986,4.801342913045578
.\Acetylcholinesterase\less\ctrl,7.571567282538869,7.301029995663981
.\Acetylcholinesterase\less\ctrl,4.784708378886037,4.465466243994884
.\Acetylcholinesterase\less\ctrl,8.023983805346212,8.18045606445813
.\Acetylcholinesterase\less\ctrl,4.817074003299823,4.616903070050906
.\Acetylcholinesterase\less\ctrl,4.693687308858237,4.95233580539844
.\Acetylcholinesterase\less\ctrl,7.713167156804968,7.346787486224656
.\Acetylcholinesterase\less\ctrl,4.252082140725864,5.023191662661934
.\Acetylcholinesterase\less\ctrl,6.962413295956057,8.67778070526608
.\Acetylcholinesterase\less\ctrl,7.72930978756818,9.10790539730952
.\Acetylcholinesterase\less\ctrl,4.237058243785809,5.476253533188435
.\Acetylcholinesterase\less\ctrl,7.693886863121747,7.136677139879544
.\Acetylcholinesterase\less\ctrl,4.896096581434911,4.417028070895194
.\Acetylcholinesterase\less\ctrl,7.827180150457245,7.154901959985743
.\Acetylcholinesterase\less\exp,4.676507334759094,4.866461091629782
.\Acetylcholinesterase\less\exp,4.569077014332688,4.4071573168689
.\Acetylcholinesterase\less\exp,5.046069527273627,5.372634143407267
.\Acetylcholinesterase\less\exp,4.358444742169041,4.535212480354063
.\Acetylcholinesterase\less\exp,5.573285064527719,5.03810452633215
.\Acetylcholinesterase\less\exp,3.7583622284561553,4.6916490514132745
.\Acetylcholinesterase\less\exp,4.10619141953454,4.850472986245652
.\Acetylcholinesterase\less\exp,4.460759327458689,4.316232738574689
.\Acetylcholinesterase\less\exp,4.806030743480953,4.354184881703358
.\Acetylcholinesterase\less\exp,4.534077538045196,4.995248844408999
.\Acetylcholinesterase\less\exp,7.70280443144701,7.552841968657781
.\Acetylcholinesterase\less\exp,5.580749100110424,4.652084813498309
.\Acetylcholinesterase\less\exp,4.588698691735365,4.635261444944601
.\Acetylcholinesterase\less\exp,8.261974252900428,8.387216143280265
.\Acetylcholinesterase\less\exp,5.376168695441963,4.430509045651217
.\Acetylcholinesterase\less\exp,4.884631822047471,4.898940645091884
.\Acetylcholinesterase\less\exp,5.948516281668887,4.600153287287077
.\Acetylcholinesterase\less\exp,4.938446414193484,4.783042792638903
.\Acetylcholinesterase\less\exp,4.260579983786105,4.467118280592603
.\Acetylcholinesterase\less\exp,4.802109483406108,4.8996294548824375
.\Acetylcholinesterase\less\exp,5.357605845082361,4.909389292171594
.\Acetylcholinesterase\less\exp,5.208997161114606,4.935542010773082
.\Acetylcholinesterase\less\exp,5.174895714395017,4.760950906859809
.\Acetylcholinesterase\less\exp,4.889851297494658,5.091514981121351
.\Acetylcholinesterase\less\exp,4.891763795303914,4.912218582190458
.\Acetylcholinesterase\less\exp,4.714979432040597,4.953895212753961
.\Acetylcholinesterase\less\exp,4.9855572865137,5.341035157335565
.\Acetylcholinesterase\less\exp,4.688995654790011,5.291579099865287
.\Acetylcholinesterase\less\exp,5.061328218233285,4.947690900352677
.\Acetylcholinesterase\less\exp,6.8424271395333935,7.920818753952375
.\Acetylcholinesterase\less\exp,4.8942598227068,4.736600668665997
.\Acetylcholinesterase\less\exp,4.91862671746769,4.486782399932061
.\Acetylcholinesterase\less\exp,4.76655652547182,5.016824927962187
.\Acetylcholinesterase\less\exp,4.393018230499855,4.490797477668897
.\Acetylcholinesterase\less\exp,5.615233621963235,5.649751981665837
.\Acetylcholinesterase\less\exp,7.15262256852013,7.387216143280264
.\Acetylcholinesterase\less\exp,5.325341932627065,4.574791948861344
.\Acetylcholinesterase\less\exp,7.597796422119591,7.096910013008056
.\Acetylcholinesterase\less\exp,5.76358179348021,5.730487055782084
.\Acetylcholinesterase\less\exp,4.423675564009642,4.742081549685942
.\Acetylcholinesterase\less\exp,4.875491303179885,4.616903070050906
.\Acetylcholinesterase\less\exp,4.668603861707776,4.93704216591549
.\Acetylcholinesterase\less\exp,4.695282248544572,5.202040356262804
.\Acetylcholinesterase\less\exp,4.814128349406726,4.671620396561262
.\Acetylcholinesterase\less\exp,5.007169489902218,5.380906669373258
.\Acetylcholinesterase\less\exp,8.00589709248613,8.136677139879543
.\Acetylcholinesterase\less\exp,4.563794180074737,4.421819390372222
.\Acetylcholinesterase\less\exp,4.756473281951296,4.718512112059918
.\Acetylcholinesterase\less\exp,5.030508858959649,4.93704216591549
.\Acetylcholinesterase\less\exp,8.01577555069989,7.958607314841775
.\Acetylcholinesterase\less\exp,4.189391577401,4.384049948343599
.\Acetylcholinesterase\less\exp,4.386303760965824,5.413412695328245
.\Acetylcholinesterase\less\exp,8.336785954166357,7.920818753952375
.\Acetylcholinesterase\less\exp,4.802665158889869,4.760950906859809
.\Acetylcholinesterase\less\exp,4.803543167341685,4.801342913045578
.\Acetylcholinesterase\less\exp,7.504530455642614,7.301029995663981
.\Acetylcholinesterase\less\exp,4.949309700847575,4.465466243994884
.\Acetylcholinesterase\less\exp,7.801479089669904,8.18045606445813
.\Acetylcholinesterase\less\exp,4.372944983300512,4.616903070050906
.\Acetylcholinesterase\less\exp,4.781341921028488,4.95233580539844
.\Acetylcholinesterase\less\exp,8.430490837865742,7.346787486224656
.\Acetylcholinesterase\less\exp,4.846654716293674,5.023191662661934
.\Acetylcholinesterase\less\exp,7.573725655166523,8.67778070526608
.\Acetylcholinesterase\less\exp,7.777374099762119,9.10790539730952
.\Acetylcholinesterase\less\exp,4.996981428052308,5.476253533188435
.\Acetylcholinesterase\less\exp,7.081620597484308,7.136677139879544
.\Acetylcholinesterase\less\exp,4.53885009313349,4.417028070895194
.\Acetylcholinesterase\less\exp,7.510278519842949,7.154901959985743
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.197657389760162,4.120330794367947
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.304280320206831,5.0
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.888885598392931,6.570247719997592
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.968715241167472,4.39040559077478
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.411943307611216,3.540607512240769
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.547726905346939,4.600326278518962
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.886755386957232,3.68193666503724
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.630681885843047,5.570247719997592
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.459938602910662,3.962573502059376
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.5395850419449415,5.772113295386326
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.4564920941793735,4.721246399047171
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.11409747999535,3.140261433802853
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.113100605742411,5.1605219526258015
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.442814643082671,3.440093374963888
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.398651903090815,4.490797477668897
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,5.546258039351886,4.801342913045578
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.789405684718893,5.721246399047171
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.167080230482763,3.4509967379742124
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.955032361846493,4.440093374963888
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.185466786970653,3.570247719997592
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.2081933271460175,5.040005161671584
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.502242164230215,4.681936665037238
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.037373311300224,3.380906669373257
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.4070968316687695,4.55129368009492
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.615667225841178,4.050122295963125
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.712613080516266,3.230622673923861
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,5.178032473987477,5.220403508742176
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,10.769116242269355,4.180456064458132
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.371785471010802,3.100179497572904
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.810683947871163,3.490797477668897
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.362531007134303,4.580044251510242
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.889317102108521,4.920818753952375
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.17362035828474,3.903089986991944
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,5.117587160618557,5.330683119433888
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.291526738292315,5.210419287835575
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.04147242711554,4.0
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.625578891719706,5.0
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.182188245615692,3.9507819773298185
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.9477476915414176,3.540607512240769
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.881736506350428,5.0
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,5.486840834143727,4.0301183562535
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.7106357848664935,5.460923901207224
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.201635203102538,5.801342913045577
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,5.078488390687511,4.701146923590294
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.524018510584346,5.110138278741812
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.309970530763464,3.68193666503724
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.302742916202466,4.490797477668897
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.399491348415559,4.490797477668897
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.545129665845848,3.4710832997223453
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.6576620984206167,5.0
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.697707657855339,5.180456064458132
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,5.5692427316900925,4.920818753952375
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.255974723395651,3.761953896871205
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.356562890454124,4.130181792020672
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,5.367878850848829,4.29073003902417
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.524862056312911,3.621602099051864
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,5.096349955068567,4.761953896871205
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.709073733339671,5.320572103387881
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.422419739240839,5.400116927926312
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.336841105980874,4.330683119433888
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.424964513029485,3.440093374963888
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.451366623334048,4.090443970758825
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,5.04940595977124,5.801342913045577
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.285559665208674,4.801342913045578
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.338685565504626,3.4710832997223453
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,6.2488307706009145,4.1904402853647325
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.255242350515981,3.500312917381596
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.78052407966848,3.1505805862031004
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.935583379958265,3.400116927926312
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.871722595624131,5.42021640338319
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.750189551962792,5.350665141287858
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.731216821778208,4.920818753952375
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.493951166046519,3.070070439915412
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.129194436256919,3.892790030352132
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.433960089233723,5.220403508742176
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.299968194547515,5.410050398674293
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.919975166575648,5.661543506395395
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.9950749840933177,3.2006594505464183
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.672657859241168,3.761953896871205
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,4.532145282729834,4.661543506395395
.\ANGIOTENSIN-CONVERTING ENZYME\large\ctrl,3.9934408196818447,3.892790030352132
